Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Christchurch Aero,4843,H32451,-43.493,172.537,37,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

UserName is = raazesh.sainudiin
Total number of rows output = 20904
Number of rows remaining in subscription = 1968948
Copyright NIWA 2011 Subject to NIWA's Terms and Conditions
See: http://cliflo.niwa.co.nz/pls/niwp/doc/terms.html
Comments to: cliflo@niwa.co.nz
// Raaz's Modification of the Text File
// With vi I removed time stamps ":0800" and ":0900" 
// of the daily measurements that interrupted Matlab simple dlmread
// by substitution command ":%s/:0900//g" and ":%s/:0800//g"
// Replaced missing data character '-' with 'NaN' by ":%s/-/NaN/g" in vi
// Replaced 'NaN[0-9]' by '-[0-9]' to leave minus signs alone 
// Removed the last column of "D" for "by definition i.e. grid points"
// using ':%s/,D//g'
// also moved this block from the bottom of file to here.  
// Raaz, 
// Sun 27 Mar 2011 19:26:37 NZDT

Max_min: Daily
Stationate(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
4843,19970212,23.6,24,14.6,24,14.4,24,NaN,NaN,NaN
4843,19970213,18.1,24,11.1,24,9.2,24,NaN,NaN,NaN
4843,19970214,19.0,24,9.4,24,4.7,24,NaN,NaN,NaN
4843,19970215,21.7,24,12.7,24,11.7,24,NaN,NaN,NaN
4843,19970216,19.2,24,13.6,24,12.9,24,NaN,NaN,NaN
4843,19970217,22.6,24,12.7,24,8.0,24,NaN,NaN,NaN
4843,19970218,24.6,24,13.1,24,10.6,24,NaN,NaN,NaN
4843,19970219,21.3,24,15.5,24,14.2,24,NaN,NaN,NaN
4843,19970220,21.8,24,15.0,24,12.6,24,NaN,NaN,NaN
4843,19970221,21.6,24,15.3,24,15.5,24,NaN,NaN,NaN
4843,19970222,28.8,24,12.8,24,11.8,24,NaN,NaN,NaN
4843,19970223,24.0,24,13.6,24,9.8,24,NaN,NaN,NaN
4843,19970224,20.5,24,11.0,24,11.6,24,NaN,NaN,NaN
4843,19970225,22.2,24,13.9,24,14.2,24,NaN,NaN,NaN
4843,19970226,26.6,24,5.3,24,2.6,24,NaN,NaN,NaN
4843,19970227,21.5,24,11.1,24,10.2,24,NaN,NaN,NaN
4843,19970228,18.7,24,11.8,24,10.6,24,NaN,NaN,NaN
4843,19970301,19.2,24,14.7,24,13.2,24,NaN,NaN,NaN
4843,19970302,21.8,24,12.9,24,10.2,24,NaN,NaN,NaN
4843,19970303,23.7,24,12.3,24,11.5,24,NaN,NaN,NaN
4843,19970304,18.1,24,12.7,24,11.3,24,NaN,NaN,NaN
4843,19970305,18.1,24,14.5,24,14.6,24,NaN,NaN,NaN
4843,19970306,16.2,24,10.6,24,10.4,24,NaN,NaN,NaN
4843,19970307,14.0,24,9.9,24,9.2,24,NaN,NaN,NaN
4843,19970308,12.4,24,10.5,24,10.4,24,NaN,NaN,NaN
4843,19970309,18.0,24,11.6,24,11.5,24,NaN,NaN,NaN
4843,19970310,25.4,24,10.0,24,8.1,24,NaN,NaN,NaN
4843,19970311,17.5,24,8.1,24,5.7,24,NaN,NaN,NaN
4843,19970312,14.9,24,8.1,24,7.5,24,NaN,NaN,NaN
4843,19970313,16.4,24,4.1,24,1.7,24,NaN,NaN,NaN
4843,19970314,17.8,24,4.9,24,2.6,24,NaN,NaN,NaN
4843,19970315,19.3,24,6.1,24,3.6,24,NaN,NaN,NaN
4843,19970316,23.7,24,13.7,24,NaN,NaN,NaN,NaN,NaN
4843,19970317,21.1,24,3.5,24,0.5,24,NaN,NaN,NaN
4843,19970318,21.7,24,6.6,24,2.8,24,NaN,NaN,NaN
4843,19970319,13.1,24,1.6,24,-0.8,24,NaN,NaN,NaN
4843,19970320,19.2,24,4.7,24,1.4,24,NaN,NaN,NaN
4843,19970321,21.3,24,11.3,24,10.6,24,NaN,NaN,NaN
4843,19970322,13.5,24,11.5,24,11.7,24,NaN,NaN,NaN
4843,19970323,13.9,24,9.6,24,9.4,24,NaN,NaN,NaN
4843,19970324,14.0,24,9.4,24,8.3,24,NaN,NaN,NaN
4843,19970325,16.1,24,5.8,24,3.9,24,NaN,NaN,NaN
4843,19970326,16.6,24,9.1,24,6.9,24,NaN,NaN,NaN
4843,19970327,13.1,24,1.4,24,0.5,24,NaN,NaN,NaN
4843,19970328,17.4,24,4.6,24,3.0,24,NaN,NaN,NaN
4843,19970329,18.2,24,6.9,24,4.0,24,NaN,NaN,NaN
4843,19970330,18.3,24,7.9,24,5.8,24,NaN,NaN,NaN
4843,19970331,18.4,24,12.1,24,10.3,24,NaN,NaN,NaN
4843,19970401,18.1,24,12.8,24,11.9,24,NaN,NaN,NaN
4843,19970402,15.7,24,11.1,24,10.9,24,NaN,NaN,NaN
4843,19970403,15.4,24,11.1,24,9.1,24,NaN,NaN,NaN
4843,19970404,17.4,24,12.2,24,9.8,24,NaN,NaN,NaN
4843,19970405,27.4,24,13.1,24,8.5,24,NaN,NaN,NaN
4843,19970406,26.4,24,8.6,24,5.9,24,NaN,NaN,NaN
4843,19970407,20.5,24,12.2,24,7.0,24,NaN,NaN,NaN
4843,19970408,22.5,24,10.6,24,10.6,24,NaN,NaN,NaN
4843,19970409,16.3,24,4.2,24,1.1,24,NaN,NaN,NaN
4843,19970410,18.7,24,7.8,24,3.6,24,NaN,NaN,NaN
4843,19970411,17.4,24,5.7,24,2.1,24,NaN,NaN,NaN
4843,19970412,13.3,24,4.0,24,0.6,24,NaN,NaN,NaN
4843,19970413,15.5,24,5.2,24,NaN,NaN,NaN,NaN,NaN
4843,19970414,13.5,24,7.3,24,NaN,NaN,NaN,NaN,NaN
4843,19970415,13.6,24,4.4,24,0.3,24,NaN,NaN,NaN
4843,19970416,14.1,24,4.2,24,1.9,24,NaN,NaN,NaN
4843,19970417,9.3,24,-0.6,24,-4.3,24,NaN,NaN,NaN
4843,19970418,17.6,24,6.2,24,4.0,24,NaN,NaN,NaN
4843,19970419,19.5,24,8.4,24,5.5,24,NaN,NaN,NaN
4843,19970420,9.6,24,1.5,24,-2.6,24,NaN,NaN,NaN
4843,19970421,12.3,24,2.9,24,-0.7,24,NaN,NaN,NaN
4843,19970422,14.3,24,-1.3,24,-5.1,24,NaN,NaN,NaN
4843,19970423,13.7,24,5.5,24,NaN,NaN,NaN,NaN,NaN
4843,19970424,12.7,24,2.5,24,0.0,24,NaN,NaN,NaN
4843,19970425,14.5,24,0.3,24,-3.1,24,NaN,NaN,NaN
4843,19970426,15.4,24,-0.9,24,-4.8,24,NaN,NaN,NaN
4843,19970427,14.5,24,4.3,24,-0.5,24,NaN,NaN,NaN
4843,19970428,13.7,24,2.2,24,-0.2,24,NaN,NaN,NaN
4843,19970429,22.6,24,5.1,24,1.8,24,NaN,NaN,NaN
4843,19970430,15.4,24,2.9,24,-1.2,24,NaN,NaN,NaN
4843,19970501,21.1,24,2.7,24,-0.8,24,NaN,NaN,NaN
4843,19970502,18.1,24,7.3,24,4.3,24,NaN,NaN,NaN
4843,19970503,12.8,24,4.9,24,1.9,24,NaN,NaN,NaN
4843,19970504,15.8,24,2.5,24,0.3,24,NaN,NaN,NaN
4843,19970505,19.0,24,4.8,24,0.8,24,NaN,NaN,NaN
4843,19970506,17.7,24,5.0,24,2.3,24,NaN,NaN,NaN
4843,19970507,15.7,24,7.0,24,6.1,24,NaN,NaN,NaN
4843,19970508,12.9,24,8.2,24,5.6,24,NaN,NaN,NaN
4843,19970509,14.3,24,1.7,24,-1.3,24,NaN,NaN,NaN
4843,19970510,20.6,24,5.8,24,0.9,24,NaN,NaN,NaN
4843,19970511,14.9,24,1.7,24,-1.0,24,NaN,NaN,NaN
4843,19970512,14.2,24,4.2,24,1.2,24,NaN,NaN,NaN
4843,19970513,11.5,24,1.0,24,-1.5,24,NaN,NaN,NaN
4843,19970514,16.5,24,0.3,24,-4.5,24,NaN,NaN,NaN
4843,19970515,18.7,24,3.0,24,-1.2,24,NaN,NaN,NaN
4843,19970516,12.9,24,-0.5,24,-4.9,24,NaN,NaN,NaN
4843,19970517,14.9,24,-1.5,24,-4.5,24,NaN,NaN,NaN
4843,19970518,15.2,24,1.9,24,-1.9,24,NaN,NaN,NaN
4843,19970519,12.2,24,1.5,24,-1.1,24,NaN,NaN,NaN
4843,19970520,18.3,24,6.7,24,7.8,24,NaN,NaN,NaN
4843,19970521,19.8,24,8.8,24,8.5,24,NaN,NaN,NaN
4843,19970522,10.7,24,6.4,24,6.1,24,NaN,NaN,NaN
4843,19970523,9.6,24,7.2,24,6.0,24,NaN,NaN,NaN
4843,19970524,10.4,24,7.8,24,7.9,24,NaN,NaN,NaN
4843,19970525,10.7,24,8.5,24,8.8,24,NaN,NaN,NaN
4843,19970526,11.5,24,9.6,24,9.6,24,NaN,NaN,NaN
4843,19970527,11.1,24,8.2,24,7.9,24,NaN,NaN,NaN
4843,19970528,10.6,24,5.4,24,2.5,24,NaN,NaN,NaN
4843,19970529,12.0,24,6.9,24,5.0,24,NaN,NaN,NaN
4843,19970530,13.0,24,2.0,24,0.0,24,NaN,NaN,NaN
4843,19970531,14.0,24,3.6,24,0.9,24,NaN,NaN,NaN
4843,19970601,17.3,24,2.6,24,-0.9,24,NaN,NaN,NaN
4843,19970602,11.5,24,-2.2,24,-5.6,24,NaN,NaN,NaN
4843,19970603,9.3,24,2.1,24,0.5,24,NaN,NaN,NaN
4843,19970604,10.0,24,-2.9,24,-6.1,24,NaN,NaN,NaN
4843,19970605,8.8,24,-0.2,24,-2.3,24,NaN,NaN,NaN
4843,19970606,12.2,24,-1.4,24,-4.7,24,NaN,NaN,NaN
4843,19970607,12.3,24,-2.5,24,-6.1,24,NaN,NaN,NaN
4843,19970608,11.2,24,-2.9,24,-6.1,24,NaN,NaN,NaN
4843,19970609,16.5,24,-0.9,24,-3.6,24,NaN,NaN,NaN
4843,19970610,14.5,24,1.7,24,0.2,24,NaN,NaN,NaN
4843,19970611,16.0,24,4.0,24,0.5,24,NaN,NaN,NaN
4843,19970612,11.6,24,7.6,24,6.9,24,NaN,NaN,NaN
4843,19970613,9.3,24,7.5,24,6.1,24,NaN,NaN,NaN
4843,19970614,10.1,24,5.7,24,0.9,24,NaN,NaN,NaN
4843,19970615,11.4,24,2.2,24,-1.6,24,NaN,NaN,NaN
4843,19970616,15.7,24,5.5,24,2.2,24,NaN,NaN,NaN
4843,19970617,10.4,24,7.6,24,6.7,24,NaN,NaN,NaN
4843,19970618,9.5,24,1.6,24,1.8,24,NaN,NaN,NaN
4843,19970619,6.9,24,-1.4,24,-5.4,24,NaN,NaN,NaN
4843,19970620,10.6,24,-2.5,24,-5.7,24,NaN,NaN,NaN
4843,19970621,12.1,24,-0.8,24,-3.9,24,NaN,NaN,NaN
4843,19970622,15.9,24,1.2,24,-2.9,24,NaN,NaN,NaN
4843,19970623,16.1,24,-1.9,24,-4.9,24,NaN,NaN,NaN
4843,19970624,12.1,24,-0.6,24,-1.0,24,NaN,NaN,NaN
4843,19970625,8.1,24,-3.4,24,-6.6,24,NaN,NaN,NaN
4843,19970626,8.3,24,-4.2,24,-6.9,24,NaN,NaN,NaN
4843,19970627,7.0,24,-3.1,24,-6.4,24,NaN,NaN,NaN
4843,19970628,12.7,24,-1.4,24,-5.1,24,NaN,NaN,NaN
4843,19970629,12.7,24,-1.2,24,-4.5,24,NaN,NaN,NaN
4843,19970630,10.6,24,0.2,24,-0.3,24,NaN,NaN,NaN
4843,19970701,8.7,24,4.2,24,5.1,24,NaN,NaN,NaN
4843,19970702,8.9,24,2.9,24,-0.7,24,NaN,NaN,NaN
4843,19970703,8.3,24,1.0,24,-1.4,24,NaN,NaN,NaN
4843,19970704,7.4,24,3.5,24,0.8,24,NaN,NaN,NaN
4843,19970705,8.4,24,-3.3,24,-6.4,24,NaN,NaN,NaN
4843,19970706,10.4,24,-3.1,24,-6.5,24,NaN,NaN,NaN
4843,19970707,12.1,24,-3.9,24,-7.2,24,NaN,NaN,NaN
4843,19970708,9.7,24,-1.9,24,-5.0,24,NaN,NaN,NaN
4843,19970709,10.5,24,-1.7,24,-5.3,24,NaN,NaN,NaN
4843,19970710,17.1,24,3.2,24,0.8,24,NaN,NaN,NaN
4843,19970711,11.5,24,2.0,24,-1.2,24,NaN,NaN,NaN
4843,19970712,9.6,24,2.9,24,-0.4,24,NaN,NaN,NaN
4843,19970713,14.1,24,-3.0,24,-6.3,24,NaN,NaN,NaN
4843,19970714,9.2,24,0.1,24,0.0,24,NaN,NaN,NaN
4843,19970715,8.6,24,-3.8,24,-7.6,24,NaN,NaN,NaN
4843,19970716,8.5,24,-4.8,24,-8.4,24,NaN,NaN,NaN
4843,19970717,8.7,24,-1.2,24,-4.2,24,NaN,NaN,NaN
4843,19970718,15.4,24,3.7,24,-2.0,24,NaN,NaN,NaN
4843,19970719,12.6,24,-1.8,24,-6.7,24,NaN,NaN,NaN
4843,19970720,11.3,24,-3.6,24,-6.9,24,NaN,NaN,NaN
4843,19970721,11.7,24,-0.4,24,-1.8,24,NaN,NaN,NaN
4843,19970722,9.5,24,-3.9,24,-7.8,24,NaN,NaN,NaN
4843,19970723,10.1,24,-2.4,24,-6.0,24,NaN,NaN,NaN
4843,19970724,13.3,24,-0.4,24,-3.7,24,NaN,NaN,NaN
4843,19970725,12.1,24,-4.1,24,-7.0,24,NaN,NaN,NaN
4843,19970726,9.9,24,-2.9,24,-6.5,24,NaN,NaN,NaN
4843,19970727,11.5,24,-3.1,24,-6.8,24,NaN,NaN,NaN
4843,19970728,12.9,24,0.0,24,-1.8,24,NaN,NaN,NaN
4843,19970729,11.9,24,0.5,24,-1.5,24,NaN,NaN,NaN
4843,19970730,16.0,24,0.4,24,-3.0,24,NaN,NaN,NaN
4843,19970731,9.2,24,-1.8,24,-3.6,24,NaN,NaN,NaN
4843,19970801,13.7,24,-0.3,24,-3.6,24,NaN,NaN,NaN
4843,19970802,8.7,24,2.9,24,1.5,24,NaN,NaN,NaN
4843,19970803,8.6,24,2.9,24,1.4,24,NaN,NaN,NaN
4843,19970804,6.1,24,2.3,24,2.0,24,NaN,NaN,NaN
4843,19970805,7.8,24,3.2,24,1.5,24,NaN,NaN,NaN
4843,19970806,8.2,24,-3.4,24,-6.2,24,NaN,NaN,NaN
4843,19970807,8.7,24,-3.4,24,-5.7,24,NaN,NaN,NaN
4843,19970808,8.6,24,-2.9,24,-5.2,24,NaN,NaN,NaN
4843,19970809,9.9,24,-3.3,24,-6.0,24,NaN,NaN,NaN
4843,19970810,12.8,24,0.9,24,0.5,24,NaN,NaN,NaN
4843,19970811,19.4,24,1.7,24,-2.1,24,NaN,NaN,NaN
4843,19970812,15.9,24,-0.7,24,-3.6,24,NaN,NaN,NaN
4843,19970813,15.3,24,2.8,24,1.9,24,NaN,NaN,NaN
4843,19970814,11.9,24,3.9,24,-2.4,24,NaN,NaN,NaN
4843,19970815,11.5,24,-3.6,24,-6.2,24,NaN,NaN,NaN
4843,19970816,15.2,24,0.5,24,-3.8,24,NaN,NaN,NaN
4843,19970817,17.5,24,9.7,24,9.4,24,NaN,NaN,NaN
4843,19970818,17.8,24,5.6,24,1.0,24,NaN,NaN,NaN
4843,19970819,19.5,24,7.2,24,1.7,24,NaN,NaN,NaN
4843,19970820,14.2,24,4.4,24,4.3,24,NaN,NaN,NaN
4843,19970821,9.1,24,1.2,24,0.5,24,NaN,NaN,NaN
4843,19970822,5.4,24,0.3,24,0.0,24,NaN,NaN,NaN
4843,19970823,7.2,24,-0.8,24,-3.7,24,NaN,NaN,NaN
4843,19970824,10.2,24,-2.7,24,-5.4,24,NaN,NaN,NaN
4843,19970825,12.1,24,3.9,24,6.6,24,NaN,NaN,NaN
4843,19970826,14.0,24,6.5,24,2.9,24,NaN,NaN,NaN
4843,19970827,15.5,24,7.1,24,2.4,24,NaN,NaN,NaN
4843,19970828,15.4,24,2.1,24,-1.0,24,NaN,NaN,NaN
4843,19970829,11.6,24,-2.9,24,-6.1,24,NaN,NaN,NaN
4843,19970830,16.7,24,0.5,24,-2.5,24,NaN,NaN,NaN
4843,19970831,16.8,24,-0.1,24,-3.4,24,NaN,NaN,NaN
4843,19970901,16.1,24,-0.2,24,-3.5,24,NaN,NaN,NaN
4843,19970902,16.0,24,5.7,24,2.4,24,NaN,NaN,NaN
4843,19970903,13.1,24,6.0,24,4.9,24,NaN,NaN,NaN
4843,19970904,8.6,24,-1.0,24,-3.7,24,NaN,NaN,NaN
4843,19970905,12.1,24,1.3,24,-2.2,24,NaN,NaN,NaN
4843,19970906,6.4,24,-2.5,24,-6.9,24,NaN,NaN,NaN
4843,19970907,8.2,24,-2.8,24,-5.8,24,NaN,NaN,NaN
4843,19970908,10.3,24,0.4,24,-2.0,24,NaN,NaN,NaN
4843,19970909,11.8,24,4.4,24,0.9,24,NaN,NaN,NaN
4843,19970910,13.1,24,8.5,24,7.5,24,NaN,NaN,NaN
4843,19970911,15.1,24,5.8,24,2.3,24,NaN,NaN,NaN
4843,19970912,11.9,24,4.1,24,3.5,24,NaN,NaN,NaN
4843,19970913,11.8,24,2.4,24,-1.2,24,NaN,NaN,NaN
4843,19970914,13.4,24,-0.8,24,-3.6,24,NaN,NaN,NaN
4843,19970915,14.7,24,-0.7,24,-4.1,24,NaN,NaN,NaN
4843,19970916,10.6,24,1.6,24,-2.2,24,NaN,NaN,NaN
4843,19970917,12.8,24,6.2,24,3.1,24,NaN,NaN,NaN
4843,19970918,13.6,24,6.7,24,4.9,24,NaN,NaN,NaN
4843,19970919,11.8,24,6.0,24,3.2,24,NaN,NaN,NaN
4843,19970920,13.5,24,6.6,24,4.8,24,NaN,NaN,NaN
4843,19970921,12.9,24,5.8,24,3.9,24,NaN,NaN,NaN
4843,19970922,14.5,24,6.4,24,3.5,24,NaN,NaN,NaN
4843,19970923,14.0,24,8.2,24,7.2,24,NaN,NaN,NaN
4843,19970924,10.6,24,0.9,24,-2.3,24,NaN,NaN,NaN
4843,19970925,11.3,24,-3.7,24,-7.5,24,NaN,NaN,NaN
4843,19970926,12.1,24,-2.5,24,-6.2,24,NaN,NaN,NaN
4843,19970927,12.9,24,4.0,24,1.6,24,NaN,NaN,NaN
4843,19970928,16.3,24,8.3,24,5.7,24,NaN,NaN,NaN
4843,19970929,22.8,24,9.6,24,5.4,24,NaN,NaN,NaN
4843,19970930,12.5,24,6.1,24,3.5,24,NaN,NaN,NaN
4843,19971001,10.9,24,0.4,24,-3.5,24,NaN,NaN,NaN
4843,19971002,14.3,24,2.2,24,-1.5,24,NaN,NaN,NaN
4843,19971003,22.6,24,6.5,24,1.2,24,NaN,NaN,NaN
4843,19971004,20.8,24,10.2,24,7.1,24,NaN,NaN,NaN
4843,19971005,10.3,24,3.6,24,2.7,24,NaN,NaN,NaN
4843,19971006,12.6,24,-0.6,24,-4.0,24,NaN,NaN,NaN
4843,19971007,12.0,24,0.1,24,-2.2,24,NaN,NaN,NaN
4843,19971008,16.6,24,0.0,24,-3.6,24,NaN,NaN,NaN
4843,19971009,16.0,24,5.3,24,1.3,24,NaN,NaN,NaN
4843,19971010,15.6,24,6.9,24,2.6,24,NaN,NaN,NaN
4843,19971011,20.4,24,7.9,24,4.9,24,NaN,NaN,NaN
4843,19971012,18.9,24,6.3,24,3.0,24,NaN,NaN,NaN
4843,19971013,24.3,24,12.3,24,6.6,24,NaN,NaN,NaN
4843,19971014,23.2,24,7.1,24,4.0,24,NaN,NaN,NaN
4843,19971015,18.6,24,4.9,24,2.5,24,NaN,NaN,NaN
4843,19971016,14.0,24,8.9,24,3.2,24,NaN,NaN,NaN
4843,19971017,19.2,24,4.0,24,1.5,24,NaN,NaN,NaN
4843,19971018,21.8,24,8.6,24,6.5,24,NaN,NaN,NaN
4843,19971019,15.4,24,3.2,24,0.9,24,NaN,NaN,NaN
4843,19971020,14.7,24,3.3,24,-0.3,24,NaN,NaN,NaN
4843,19971021,17.9,24,3.9,24,3.7,24,NaN,NaN,NaN
4843,19971022,11.6,24,2.0,24,-0.7,24,NaN,NaN,NaN
4843,19971023,15.0,24,7.7,24,4.9,24,NaN,NaN,NaN
4843,19971024,13.9,24,2.9,24,-0.2,24,NaN,NaN,NaN
4843,19971025,22.2,24,3.3,24,-0.7,24,NaN,NaN,NaN
4843,19971026,22.6,24,10.1,24,6.9,24,NaN,NaN,NaN
4843,19971027,16.3,24,5.3,24,1.3,24,NaN,NaN,NaN
4843,19971028,16.1,24,6.0,24,3.1,24,NaN,NaN,NaN
4843,19971029,24.6,24,9.6,24,9.9,24,NaN,NaN,NaN
4843,19971030,16.1,24,11.0,24,11.5,24,NaN,NaN,NaN
4843,19971031,25.0,24,5.3,24,1.6,24,NaN,NaN,NaN
4843,19971101,19.1,24,11.3,24,10.3,24,NaN,NaN,NaN
4843,19971102,15.9,24,10.5,24,9.8,24,NaN,NaN,NaN
4843,19971103,28.5,24,6.6,24,3.6,24,NaN,NaN,NaN
4843,19971104,25.6,24,3.2,24,-1.5,24,NaN,NaN,NaN
4843,19971105,24.2,24,8.1,24,8.2,24,NaN,NaN,NaN
4843,19971106,15.2,24,2.9,24,-2.2,24,NaN,NaN,NaN
4843,19971107,17.8,24,2.7,24,-1.4,24,NaN,NaN,NaN
4843,19971108,23.9,24,12.0,24,9.9,24,NaN,NaN,NaN
4843,19971109,17.0,24,1.0,24,-3.9,24,NaN,NaN,NaN
4843,19971110,14.5,24,4.1,24,2.7,24,NaN,NaN,NaN
4843,19971111,12.6,24,1.2,24,-2.4,24,NaN,NaN,NaN
4843,19971112,23.1,24,10.5,24,8.7,24,NaN,NaN,NaN
4843,19971113,26.8,24,6.4,24,2.1,24,NaN,NaN,NaN
4843,19971114,21.1,24,2.9,24,0.1,24,NaN,NaN,NaN
4843,19971115,23.4,24,14.1,24,12.3,24,NaN,NaN,NaN
4843,19971116,21.3,24,7.2,24,6.7,24,NaN,NaN,NaN
4843,19971117,15.5,24,6.7,24,5.9,24,NaN,NaN,NaN
4843,19971118,19.8,24,9.0,24,4.2,24,NaN,NaN,NaN
4843,19971119,20.1,24,5.7,24,0.6,24,NaN,NaN,NaN
4843,19971120,22.1,24,9.2,24,5.3,24,NaN,NaN,NaN
4843,19971121,26.2,24,7.6,24,6.6,24,NaN,NaN,NaN
4843,19971122,16.0,24,1.9,24,-1.5,24,NaN,NaN,NaN
4843,19971123,16.6,24,2.5,24,0.2,24,NaN,NaN,NaN
4843,19971124,25.7,24,7.3,24,3.9,24,NaN,NaN,NaN
4843,19971125,31.2,24,11.0,24,11.0,24,NaN,NaN,NaN
4843,19971126,16.9,24,6.5,24,4.1,24,NaN,NaN,NaN
4843,19971127,26.8,24,10.3,24,7.3,24,NaN,NaN,NaN
4843,19971128,29.0,24,12.3,24,11.4,24,NaN,NaN,NaN
4843,19971129,19.3,24,6.9,24,4.5,24,NaN,NaN,NaN
4843,19971130,17.9,24,5.3,24,1.2,24,NaN,NaN,NaN
4843,19971201,25.0,24,9.9,24,4.4,24,NaN,NaN,NaN
4843,19971202,18.3,24,5.7,24,3.1,24,NaN,NaN,NaN
4843,19971203,24.0,24,11.0,24,12.0,24,NaN,NaN,NaN
4843,19971204,24.3,24,7.2,24,4.1,24,NaN,NaN,NaN
4843,19971205,17.2,24,3.9,24,0.0,24,NaN,NaN,NaN
4843,19971206,23.1,24,2.5,24,-1.3,24,NaN,NaN,NaN
4843,19971207,18.4,24,2.6,24,-1.8,24,NaN,NaN,NaN
4843,19971208,16.2,24,8.6,24,6.4,24,NaN,NaN,NaN
4843,19971209,17.1,24,7.0,24,4.3,24,NaN,NaN,NaN
4843,19971210,19.5,24,8.7,24,6.8,24,NaN,NaN,NaN
4843,19971211,23.1,24,4.7,24,1.9,24,NaN,NaN,NaN
4843,19971212,18.6,24,4.5,24,0.1,24,NaN,NaN,NaN
4843,19971213,25.8,24,8.4,24,3.9,24,NaN,NaN,NaN
4843,19971214,21.4,24,7.2,24,3.9,24,NaN,NaN,NaN
4843,19971215,25.9,24,13.7,24,12.4,24,NaN,NaN,NaN
4843,19971216,29.8,24,18.9,24,18.3,24,NaN,NaN,NaN
4843,19971217,30.2,24,9.0,24,4.5,24,NaN,NaN,NaN
4843,19971218,23.5,24,15.8,24,14.0,24,NaN,NaN,NaN
4843,19971219,29.2,24,9.4,24,7.4,24,NaN,NaN,NaN
4843,19971220,18.3,24,7.7,24,4.5,24,NaN,NaN,NaN
4843,19971221,15.7,24,9.9,24,9.8,24,NaN,NaN,NaN
4843,19971222,16.1,24,11.6,24,11.1,24,NaN,NaN,NaN
4843,19971223,24.6,24,13.3,24,12.0,24,NaN,NaN,NaN
4843,19971224,31.9,24,8.8,24,4.1,24,NaN,NaN,NaN
4843,19971225,26.9,24,13.3,24,10.4,24,NaN,NaN,NaN
4843,19971226,26.0,24,4.9,24,2.1,24,NaN,NaN,NaN
4843,19971227,17.6,24,9.2,24,5.7,24,NaN,NaN,NaN
4843,19971228,28.7,24,14.3,24,11.6,24,NaN,NaN,NaN
4843,19971229,26.2,24,8.8,24,8.3,24,NaN,NaN,NaN
4843,19971230,15.4,24,9.8,24,9.1,24,NaN,NaN,NaN
4843,19971231,17.4,24,11.6,24,11.5,24,NaN,NaN,NaN
4843,19980101,20.5,24,11.7,24,11.0,24,NaN,NaN,NaN
4843,19980102,21.8,24,12.0,24,9.6,24,NaN,NaN,NaN
4843,19980103,24.7,24,10.2,24,6.9,24,NaN,NaN,NaN
4843,19980104,35.6,24,11.3,24,7.3,24,NaN,NaN,NaN
4843,19980105,28.4,24,13.2,24,13.3,24,NaN,NaN,NaN
4843,19980106,16.5,24,12.3,24,12.1,24,NaN,NaN,NaN
4843,19980107,19.5,24,10.0,24,7.1,24,NaN,NaN,NaN
4843,19980108,20.0,24,10.4,24,6.1,24,NaN,NaN,NaN
4843,19980109,28.0,24,9.1,24,6.6,24,NaN,NaN,NaN
4843,19980110,16.0,24,7.1,24,4.0,24,NaN,NaN,NaN
4843,19980111,16.7,24,7.7,24,4.8,24,NaN,NaN,NaN
4843,19980112,22.3,24,7.9,24,5.2,24,NaN,NaN,NaN
4843,19980113,19.9,24,6.1,24,3.6,24,NaN,NaN,NaN
4843,19980114,17.3,24,6.1,24,2.2,24,NaN,NaN,NaN
4843,19980115,25.1,24,13.3,24,10.2,24,NaN,NaN,NaN
4843,19980116,30.9,24,18.9,24,17.4,24,NaN,NaN,NaN
4843,19980117,20.8,24,7.6,24,5.0,24,NaN,NaN,NaN
4843,19980118,25.3,24,9.6,24,6.0,24,NaN,NaN,NaN
4843,19980119,25.3,24,15.5,24,15.1,24,NaN,NaN,NaN
4843,19980120,31.1,24,11.1,24,11.4,24,NaN,NaN,NaN
4843,19980121,17.2,24,11.3,24,10.5,24,NaN,NaN,NaN
4843,19980122,18.2,24,12.9,24,11.8,24,NaN,NaN,NaN
4843,19980123,20.5,24,14.5,24,14.8,24,NaN,NaN,NaN
4843,19980124,26.9,24,14.8,24,15.4,24,NaN,NaN,NaN
4843,19980125,32.7,24,12.8,24,10.2,24,NaN,NaN,NaN
4843,19980126,31.2,24,14.9,24,12.8,24,NaN,NaN,NaN
4843,19980127,24.0,24,16.3,24,15.8,24,NaN,NaN,NaN
4843,19980128,33.6,24,18.6,24,19.7,24,NaN,NaN,NaN
4843,19980129,31.8,24,12.2,24,8.7,24,NaN,NaN,NaN
4843,19980130,26.4,24,17.8,24,15.3,24,NaN,NaN,NaN
4843,19980131,33.6,24,14.9,24,14.0,24,NaN,NaN,NaN
4843,19980201,30.0,24,15.4,24,15.4,24,NaN,NaN,NaN
